9017;1772583135.880218;state_change;background_hits=1
9044;1772583136.120102;state_change;background_hits=1
9041;1772583136.1465988;state_change;background_hits=1
9061;1772583136.152552;state_change;background_hits=1
9016;1772583136.177244;state_change;background_hits=1
9013;1772583136.200296;state_change;background_hits=1
9006;1772583136.262881;state_change;background_hits=1
9021;1772583136.272094;state_change;background_hits=1
9005;1772583136.332653;state_change;background_hits=1
9008;1772583136.356829;state_change;background_hits=1
9055;1772583136.363115;state_change;background_hits=1
9022;1772583136.363327;state_change;background_hits=1
9031;1772583136.36363;state_change;background_hits=1
9020;1772583136.390869;state_change;background_hits=1
9039;1772583136.418935;state_change;background_hits=1
9046;1772583136.418966;state_change;background_hits=1
9015;1772583136.420317;state_change;background_hits=1
9019;1772583136.441764;state_change;background_hits=1
9025;1772583136.461192;state_change;background_hits=1
9032;1772583136.4614139;state_change;background_hits=1
9045;1772583136.463733;state_change;background_hits=1
9007;1772583136.4725492;state_change;background_hits=1
9038;1772583136.4741518;state_change;background_hits=1
9024;1772583136.477847;state_change;background_hits=1
9001;1772583136.482921;state_change;background_hits=1
9018;1772583136.4886022;state_change;background_hits=1
9010;1772583136.5421922;state_change;background_hits=1
9014;1772583136.551716;state_change;background_hits=1
9028;1772583136.552552;state_change;background_hits=1
9000;1772583136.554722;state_change;background_hits=1
9003;1772583136.584194;state_change;background_hits=1
9023;1772583136.594527;state_change;background_hits=1
9004;1772583136.59681;state_change;background_hits=1
9040;1772583136.5982158;state_change;background_hits=1
9036;1772583136.601871;state_change;background_hits=1
9043;1772583136.620533;state_change;background_hits=1
9049;1772583136.6249862;state_change;background_hits=1
9026;1772583136.666692;state_change;background_hits=1
9033;1772583136.7042;state_change;background_hits=1
9002;1772583136.706199;state_change;background_hits=1
9011;1772583136.706254;state_change;background_hits=1
9051;1772583136.706487;state_change;background_hits=1
9052;1772583136.706663;state_change;background_hits=1
9058;1772583136.718197;state_change;background_hits=1
9037;1772583136.7263129;state_change;background_hits=1
9035;1772583136.726623;state_change;background_hits=1
9057;1772583136.730088;state_change;background_hits=1
9042;1772583136.7504241;state_change;background_hits=1
9054;1772583136.768358;state_change;background_hits=1
9048;1772583136.7688582;state_change;background_hits=1
9050;1772583136.770968;state_change;background_hits=1
